"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-122.51","53.03","QUESNEL","1096629","2013-01-01","2013","01","01","","-9.1","","-16.1","","-12.6","","30.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-02","2013","01","02","","-2.6","","-16.0","","-9.3","","27.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-03","2013","01","03","","-2.6","","-12.7","","-7.7","","25.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-04","2013","01","04","","-1.9","","-12.3","","-7.1","","25.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-05","2013","01","05","","0.4","","-11.1","","-5.4","","23.4","","0.0","","","M","","M","0.5","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-06","2013","01","06","","1.5","","-10.2","","-4.4","","22.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-07","2013","01","07","","1.4","","-9.3","","-4.0","","22.0","","0.0","","","M","","M","","M","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-08","2013","01","08","","-3.2","","-16.6","","-9.9","","27.9","","0.0","","","M","","M","1.3","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-09","2013","01","09","","-2.9","","-9.8","","-6.4","","24.4","","0.0","","","M","","M","0.3","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-10","2013","01","10","","-4.2","","-20.5","","-12.4","","30.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-11","2013","01","11","","-15.6","","-25.6","","-20.6","","38.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-12","2013","01","12","","-16.2","","-25.2","","-20.7","","38.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-13","2013","01","13","","-12.0","","-24.5","","-18.3","","36.3","","0.0","","","M","","M","0.5","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-14","2013","01","14","","-7.8","","-13.1","","-10.5","","28.5","","0.0","","","M","","M","1.3","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-15","2013","01","15","","-8.7","","-15.1","","-11.9","","29.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-16","2013","01","16","","-3.7","","-10.6","","-7.2","","25.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-17","2013","01","17","","4.4","","-5.1","","-0.4","","18.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-18","2013","01","18","","4.1","","-6.3","","-1.1","","19.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-19","2013","01","19","","-1.6","","-5.6","","-3.6","","21.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-20","2013","01","20","","","","","","","","","","","","","","","","","","","","","","",""
"-122.51","53.03","QUESNEL","1096629","2013-01-21","2013","01","21","","-2.6","","-13.4","","-8.0","","26.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-22","2013","01","22","","-2.2","","-15.2","","-8.7","","26.7","","0.0","","","M","","M","","M","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-23","2013","01","23","","-2.3","","-5.7","","-4.0","","22.0","","0.0","","","M","","M","1.1","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-24","2013","01","24","","1.1","","-6.4","","-2.7","","20.7","","0.0","","","M","","M","1.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-25","2013","01","25","","1.4","","-9.5","","-4.1","","22.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-26","2013","01","26","","1.2","","-8.9","","-3.9","","21.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-27","2013","01","27","","-0.1","","-9.4","","-4.8","","22.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-28","2013","01","28","","-1.7","","-10.6","","-6.2","","24.2","","0.0","","","M","","M","4.1","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-29","2013","01","29","","-2.6","","-14.4","","-8.5","","26.5","","0.0","","","M","","M","3.3","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-30","2013","01","30","","-0.9","","-9.4","","-5.2","","23.2","","0.0","","","M","","M","0.3","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-01-31","2013","01","31","","2.7","","-5.0","","-1.2","","19.2","","0.0","","","M","","M","2.3","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-02-01","2013","02","01","","1.8","","-0.5","","0.7","","17.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-02-02","2013","02","02","","0.6","","-4.9","","-2.2","","20.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-02-03","2013","02","03","","2.8","","-5.9","","-1.6","","19.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-02-04","2013","02","04","","3.2","","-3.1","","0.1","","17.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-02-05","2013","02","05","","5.9","","-5.2","","0.4","","17.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-02-06","2013","02","06","","3.4","","-2.5","","0.5","","17.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-02-07","2013","02","07","","5.4","","-3.0","","1.2","","16.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-02-08","2013","02","08","","2.7","","-7.4","","-2.4","","20.4","","0.0","","","M","","M","2.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-02-09","2013","02","09","","1.1","","-2.1","","-0.5","","18.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-02-10","2013","02","10","","-1.0","","-5.2","","-3.1","","21.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-122.51","53.03","QUESNEL","1096629","2013-02-11","2013","02","11","","1.2","","-7.0","","-2.9","","20.9","","0.0","","","M","","M","1.5","","","","","","<31",""
