"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-122.51","53.03","QUESNEL","1096629","2021-04-09","2021","04","09","","12.8","","1.1","","7.0","","11.0","","0.0","","","","","","0.0","","","","15","","59",""
"-122.51","53.03","QUESNEL","1096629","2021-04-10","2021","04","10","","5.4","","-2.9","","1.3","","16.7","","0.0","","","","","","0.0","","","","31","","39",""
"-122.51","53.03","QUESNEL","1096629","2021-04-11","2021","04","11","","7.1","","-4.8","","1.2","","16.8","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-04-12","2021","04","12","","11.5","","-4.9","","3.3","","14.7","","0.0","","","","","","0.0","","","","24","","35",""
"-122.51","53.03","QUESNEL","1096629","2021-04-13","2021","04","13","","14.5","","-7.0","","3.8","","14.2","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-04-14","2021","04","14","","20.1","","-4.0","","8.1","","9.9","","0.0","","","","","","0.0","","","","32","","41",""
"-122.51","53.03","QUESNEL","1096629","2021-04-15","2021","04","15","","22.0","","-2.7","","9.7","","8.3","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-04-16","2021","04","16","","23.7","","-1.3","","11.2","","6.8","","0.0","","","","","","","M","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-04-17","2021","04","17","","24.2","","-0.9","","11.7","","6.3","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-04-18","2021","04","18","","15.0","","2.3","","8.7","","9.3","","0.0","","","","","","0.0","","","","34","","54",""
"-122.51","53.03","QUESNEL","1096629","2021-04-19","2021","04","19","","15.9","","-4.9","","5.5","","12.5","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-04-20","2021","04","20","","19.7","","-4.6","","7.6","","10.4","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-04-21","2021","04","21","","18.3","","-3.0","","7.7","","10.3","","0.0","","","","","","0.0","","","","33","","52",""
"-122.51","53.03","QUESNEL","1096629","2021-04-22","2021","04","22","","10.1","","-1.5","","4.3","","13.7","","0.0","","","","","","0.0","","","","33","","54",""
"-122.51","53.03","QUESNEL","1096629","2021-04-23","2021","04","23","","13.6","","-6.4","","3.6","","14.4","","0.0","","","","","","0.0","","","","35","","33",""
"-122.51","53.03","QUESNEL","1096629","2021-04-24","2021","04","24","","13.2","","-6.4","","3.4","","14.6","","0.0","","","","","","0.0","","","","32","","41",""
"-122.51","53.03","QUESNEL","1096629","2021-04-25","2021","04","25","","13.9","","-2.8","","5.6","","12.4","","0.0","","","","","","0.0","","","","35","","32",""
"-122.51","53.03","QUESNEL","1096629","2021-04-26","2021","04","26","","19.0","","-6.1","","6.5","","11.5","","0.0","","","","","","0.0","","","","23","","33",""
"-122.51","53.03","QUESNEL","1096629","2021-04-27","2021","04","27","","13.8","","-1.5","","6.2","","11.8","","0.0","","","","","","1.5","","","","29","","42",""
"-122.51","53.03","QUESNEL","1096629","2021-04-28","2021","04","28","","9.3","","5.4","","7.4","","10.6","","0.0","","","","","","29.9","","","","15","","32",""
"-122.51","53.03","QUESNEL","1096629","2021-04-29","2021","04","29","","14.9","","7.9","","11.4","","6.6","","0.0","","","","","","6.3","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-04-30","2021","04","30","","18.2","","2.2","","10.2","","7.8","","0.0","","","","","","3.9","","","","34","","54",""
"-122.51","53.03","QUESNEL","1096629","2021-05-01","2021","05","01","","14.2","","1.4","","7.8","","10.2","","0.0","","","","","","0.4","","","","34","","42",""
"-122.51","53.03","QUESNEL","1096629","2021-05-02","2021","05","02","","16.4","","-1.8","","7.3","","10.7","","0.0","","","","","","0.0","","","","29","","32",""
"-122.51","53.03","QUESNEL","1096629","2021-05-03","2021","05","03","","14.3","","1.0","","7.7","","10.3","","0.0","","","","","","5.0","","","","28","","37",""
"-122.51","53.03","QUESNEL","1096629","2021-05-04","2021","05","04","","14.1","","1.8","","8.0","","10.0","","0.0","","","","","","0.2","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-05-05","2021","05","05","","18.8","","-2.9","","8.0","","10.0","","0.0","","","","","","0.0","","","","11","","39",""
"-122.51","53.03","QUESNEL","1096629","2021-05-06","2021","05","06","","20.7","","4.9","","12.8","","5.2","","0.0","","","","","","2.0","","","","15","","58",""
"-122.51","53.03","QUESNEL","1096629","2021-05-07","2021","05","07","","12.9","","2.5","","7.7","","10.3","","0.0","","","","","","7.6","","","","33","","33",""
"-122.51","53.03","QUESNEL","1096629","2021-05-08","2021","05","08","","14.2","","-0.8","","6.7","","11.3","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-05-09","2021","05","09","","14.1","","0.3","","7.2","","10.8","","0.0","","","","","","3.2","","","","33","","37",""
"-122.51","53.03","QUESNEL","1096629","2021-05-10","2021","05","10","","16.3","","2.1","","9.2","","8.8","","0.0","","","","","","","M","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-05-11","2021","05","11","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-05-12","2021","05","12","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-05-13","2021","05","13","","20.5","","4.0","","12.3","","5.7","","0.0","","","","","","0.0","","","","15","","35",""
"-122.51","53.03","QUESNEL","1096629","2021-05-14","2021","05","14","","21.2","","4.3","","12.8","","5.2","","0.0","","","","","","0.0","","","","19","","50",""
"-122.51","53.03","QUESNEL","1096629","2021-05-15","2021","05","15","","19.8","","1.4","","10.6","","7.4","","0.0","","","","","","1.5","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-05-16","2021","05","16","","19.6","","10.2","","14.9","","3.1","","0.0","","","","","","7.5","","","","33","","55",""
"-122.51","53.03","QUESNEL","1096629","2021-05-17","2021","05","17","","13.0","","7.2","","10.1","","7.9","","0.0","","","","","","2.0","","","","34","","33",""
"-122.51","53.03","QUESNEL","1096629","2021-05-18","2021","05","18","","11.6","","3.5","","7.6","","10.4","","0.0","","","","","","9.0","","","","27","","41",""
"-122.51","53.03","QUESNEL","1096629","2021-05-19","2021","05","19","","14.0","","0.4","","7.2","","10.8","","0.0","","","","","","0.0","","","","4","","33",""
"-122.51","53.03","QUESNEL","1096629","2021-05-20","2021","05","20","","18.2","","-1.1","","8.6","","9.4","","0.0","","","","","","0.0","","","","31","","48",""
"-122.51","53.03","QUESNEL","1096629","2021-05-21","2021","05","21","","21.1","","-1.8","","9.7","","8.3","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-05-22","2021","05","22","","23.4","","-0.6","","11.4","","6.6","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-05-23","2021","05","23","","23.4","","10.5","","17.0","","1.0","","0.0","","","","","","0.0","","","","33","","33",""
"-122.51","53.03","QUESNEL","1096629","2021-05-24","2021","05","24","","21.3","","6.0","","13.7","","4.3","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-05-25","2021","05","25","","19.4","","4.6","","12.0","","6.0","","0.0","","","","","","10.2","","","","20","","48",""
"-122.51","53.03","QUESNEL","1096629","2021-05-26","2021","05","26","","17.3","","5.1","","11.2","","6.8","","0.0","","","","","","0.7","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-05-27","2021","05","27","","17.6","","7.5","","12.6","","5.4","","0.0","","","","","","3.5","","","","24","","42",""
"-122.51","53.03","QUESNEL","1096629","2021-05-28","2021","05","28","","18.6","","6.4","","12.5","","5.5","","0.0","","","","","","0.2","","","","33","","32",""
"-122.51","53.03","QUESNEL","1096629","2021-05-29","2021","05","29","","19.9","","0.1","","10.0","","8.0","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-05-30","2021","05","30","","21.1","","3.0","","12.1","","5.9","","0.0","","","","","","0.0","","","","17","","33",""
"-122.51","53.03","QUESNEL","1096629","2021-05-31","2021","05","31","","24.0","","8.1","","16.1","","1.9","","0.0","","","","","","0.2","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-06-01","2021","06","01","","27.0","","10.5","","18.8","","0.0","","0.8","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2021-06-02","2021","06","02","","28.9","","8.6","","18.8","","0.0","","0.8","","","","","","0.0","","","","16","","32",""
"-122.51","53.03","QUESNEL","1096629","2021-06-03","2021","06","03","","24.9","","12.9","","18.9","","0.0","","0.9","","","","","","0.0","","","","33","","37",""
"-122.51","53.03","QUESNEL","1096629","2021-06-04","2021","06","04","","20.6","","7.2","","13.9","","4.1","","0.0","","","","","","0.0","","","","30","","50",""
"-122.51","53.03","QUESNEL","1096629","2021-06-05","2021","06","05","","14.5","","7.7","","11.1","","6.9","","0.0","","","","","","2.8","","","","31","","52",""
"-122.51","53.03","QUESNEL","1096629","2021-06-06","2021","06","06","","16.1","","3.5","","9.8","","8.2","","0.0","","","","","","0.0","","","","31","","33",""
"-122.51","53.03","QUESNEL","1096629","2021-06-07","2021","06","07","","17.8","","0.9","","9.4","","8.6","","0.0","","","","","","2.0","","","","15","","48",""
"-122.51","53.03","QUESNEL","1096629","2021-06-08","2021","06","08","","16.0","","6.3","","11.2","","6.8","","0.0","","","","","","17.8","","","","18","","39",""
"-122.51","53.03","QUESNEL","1096629","2021-06-09","2021","06","09","","16.0","","3.3","","9.7","","8.3","","0.0","","","","","","2.4","","","","24","","37",""
"-122.51","53.03","QUESNEL","1096629","2021-06-10","2021","06","10","","16.9","","6.1","","11.5","","6.5","","0.0","","","","","","2.0","","","","29","","35",""
"-122.51","53.03","QUESNEL","1096629","2021-06-11","2021","06","11","","18.9","","2.1","","10.5","","7.5","","0.0","","","","","","0.0","","","","15","","37",""
"-122.51","53.03","QUESNEL","1096629","2021-06-12","2021","06","12","","21.4","","10.1","","15.8","","2.2","","0.0","","","","","","0.0","","","","16","","35",""
"-122.51","53.03","QUESNEL","1096629","2021-06-13","2021","06","13","","22.5","","6.9","","14.7","","3.3","","0.0","","","","","","0.4","","","","13","","42",""
"-122.51","53.03","QUESNEL","1096629","2021-06-14","2021","06","14","","23.0","","11.7","","17.4","","0.6","","0.0","","","","","","0.0","","","","16","","35",""
"-122.51","53.03","QUESNEL","1096629","2021-06-15","2021","06","15","","18.5","","7.8","","13.2","","4.8","","0.0","","","","","","2.3","","","","18","","37",""
"-122.51","53.03","QUESNEL","1096629","2021-06-16","2021","06","16","","21.1","","5.8","","13.5","","4.5","","0.0","","","","","","0.0","","","","32","","35",""
