"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-122.51","53.03","QUESNEL","1096629","2023-01-01","2023","01","01","","-0.4","","-6.2","","-3.3","","21.3","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2023-01-02","2023","01","02","","0.3","","-7.6","","-3.7","","21.7","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2023-01-03","2023","01","03","","-2.2","","-9.9","","-6.1","","24.1","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2023-01-04","2023","01","04","","-6.7","","-16.2","","-11.5","","29.5","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2023-01-05","2023","01","05","","-4.9","","-16.7","","-10.8","","28.8","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2023-01-06","2023","01","06","","6.2","","-11.1","","-2.5","","20.5","","0.0","","","","","","0.9","","","","15","","35",""
"-122.51","53.03","QUESNEL","1096629","2023-01-07","2023","01","07","","5.9","","-0.8","","2.6","","15.4","","0.0","","","","","","0.0","","","","15","","33",""
"-122.51","53.03","QUESNEL","1096629","2023-01-08","2023","01","08","","1.6","","0.1","","0.9","","17.1","","0.0","","","","","","3.1","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2023-01-09","2023","01","09","","0.8","","-2.6","","-0.9","","18.9","","0.0","","","","","","0.4","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2023-01-10","2023","01","10","","-0.1","","-5.8","","-3.0","","21.0","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2023-01-11","2023","01","11","","-2.0","","-7.9","","-5.0","","23.0","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2023-01-12","2023","01","12","","8.1","","-8.2","","-0.1","","18.1","","0.0","","","","","","0.4","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2023-01-13","2023","01","13","","9.8","","0.2","","5.0","","13.0","","0.0","","","","","","0.0","","","","15","","32",""
"-122.51","53.03","QUESNEL","1096629","2023-01-14","2023","01","14","","4.5","","-5.4","","-0.5","","18.5","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2023-01-15","2023","01","15","","-0.3","","-4.5","","-2.4","","20.4","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2023-01-16","2023","01","16","","2.4","","-3.9","","-0.8","","18.8","","0.0","","","","","","0.0","","","","","M","","M"
"-122.51","53.03","QUESNEL","1096629","2023-01-17","2023","01","17","","5.1","","-5.8","","-0.4","","18.4","","0.0","","","","","","0.0","","","","16","","32",""
