timestep	time	weight	P	Q	Qfitted	Qresidual
1947	1947	0	0	0.000740131054240122		
1948	1948	0	0	0.000657185332644246		
1949	1949	0	0	0.000585724403269338		
1950	1950	0	0.3	0.000525110222103121		
1951	1951	0	0	0.000478533009206975		
1952	1952	0	0	0.000482361273280631		
1953	1953	0		0.000433231884335381		
1954	1954	0		0.000386654671439236		
1955	1955	0	0	0.000347733986690402		
1956	1956	0	0.5	0.000308813301941568		
1957	1957	0	0	0.000273082837254114		
1958	1958	0	2.1	0.000252027384849007		
1959	1959	0	0.3	0.000255217604910387		
1960	1960	0	0	0.000274996969290942		
1961	1961	0	0	0.000298604597745152		
1962	1962	0	0	0.000264788265094526		
1963	1963	0	0	0.00023416215250528		
1964	1964	0	1	0.000210554524051069		
1965	1965	0	0.5	0.000195879511768722		
1966	1966	0	7.8	0.000202897995903757		
1967	1967	0	0	0.000259683912996319		
1968	1968	0	0.3	0.00038920684748834		
1969	1969	0	0	0.000364961175021853		
1970	1970	0	0	0.000309451345953844		
1971	1971	0	3.5	0.000271168705217286		
1972	1972	0	0.3	0.00024054259262804		
1973	1973	0		0.000213106700100173		
1974	1974	0	0	0.000189499071645962		
1975	1975	0	2.5	0.000177376235412719		
1976	1976	0	12.6	0.000185670807572306		
1977	1977	0	0	0.000206726259977413		
1978	1978	0	0	0.000236714328554384		
1979	1979	0	0.3	0.00022778171238252		
1980	1980	0	10.3	0.000204174083928309		
1981	1981	0	0.8	0.000190775159670514		
1982	1982	0	0	0.000182480587510926		
1983	1983	0	0	0.000167167531216303		
1984	1984	0	0	0.000156958827019888		
1985	1985	0	0	0.000143559902762093		
1986	1986	0	2.8	0.000126970758442917		
1987	1987	0	0	0.000114209878197398		
1988	1988	0	8.1	0.000107829438074638		
1989	1989	0	10.9	0.000120590318320158		
1990	1990	0	0.8	0.000147388166835748		
1991	1991	0	3.3	0.000236714328554384		
1992	1992	0	5	0.00030689916990474		
1993	1993	0	0	0.000338163326506262		
1994	1994	0	11.3	0.000370703571132337		
1995	1995	0	2.3	0.000370065527120061		
1996	1996	0	0	0.000427489488224898		
1997	1997	0	1.2	0.000473428657108767		
1998	1998	0	3	0.000421109048102138		
1999	1999	0	0	0.000330506798358951		
2000	2000	0		0.00027691110132777		
2001	2001	0		0.000267978485155906		
2002	2002	0		0.000322212226199363		
2003	2003	0	0	0.000412176431930275		
2004	2004	0	0	0.00046832430501056		
2005	2005	0	0	0.000472790613096491		
2006	2006	0	0	0.000388568803476064		
2007	2007	0		0.000299242641757428		
2008	2008	0	8	0.000277549145340046		
2009	2009	0	2.2	0.000318383962125708		
2010	2010	0		0.000351562250764058		
2011	2011	0	4.9	0.000352200294776334		
2012	2012	0	13.1	0.000341991590579918		
2013	2013	0	1.3	0.000410900343905723		
2014	2014	0		0.000588276579318441		
2015	2015	0	2.7	0.000657185332644246		
2016	2016	0	11.1	0.000701848413503563		
2017	2017	0	14	0.000644424452398727		
2018	2018	0	0	0.000564030906851955		
2019	2019	0	0	0.000525110222103121		
2020	2020	0	15.8	0.000606779855674444		
2021	2021	0	0	0.000797555015344959		
2022	2022	0	2.6	0.000982587778904989		
2023	2023	0		0.00114847922209674		
2024	2024	0	0	0.00143559902762093		
